/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p100.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p104.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p105.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p10.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p11.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p12.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p15.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p16.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p17.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p18.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p1.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p20.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p23.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p24.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p25.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p26.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p27.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p29.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p34.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p35.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p37.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p38.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p39.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p41.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p44.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p45.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p46.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p47.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p50.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p51.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p52.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p53.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p54.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p55.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p57.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p58.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p59.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p60.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p61.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p63.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p66.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p67.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p6.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p71.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p76.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p78.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p7.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p84.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p87.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p93.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p96.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p97.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p99.jpg;1
/home/pi/hackweek_10/trackbot-0.1/train_set/chris/p9.jpg;1
